X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,fix_switches,side,trial_type1S0D,target,probe,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/eomu.png,Stimuli/eomu.png,f,1,1.349475,,13,0,13,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/edmd.png,Stimuli/edmd.png,j,0,1.60877,,14,0,14,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/eimd.png,Stimuli/eimd.png,j,0,1.33492,,15,0,15,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/eumu.png,Stimuli/edmd.png,j,1,1.430505,,16,0,16,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/eomu.png,Stimuli/edmd.png,j,1,1.099715,,17,0,17,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/edmd.png,Stimuli/eumu.png,j,1,0.883805,,18,0,18,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/eumu.png,Stimuli/eumu.png,f,1,1.199545,,19,0,19,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/eumu.png,Stimuli/eomu.png,f,0,1.28226,,20,0,20,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,0,Stimuli/eomu.png,Stimuli/eimd.png,j,1,1.31602,,21,0,21,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/edmd.png,Stimuli/edmd.png,f,1,2.14992,,22,0,22,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/eomu.png,Stimuli/eomu.png,j,0,1.074475,,23,0,23,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,conf_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,j,1,1.16651,,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,j,1,1.453525,,1,0,1,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,f,0,0.985605,,2,0,2,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,f,1,1.27414,,3,0,3,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,f,1,1.58527,,4,0,4,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,f,1,0.635035,,5,0,5,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,f,1,0.814895,,6,0,6,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,f,1,0.537155,,7,0,7,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,f,0,0.79295,,8,0,8,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,f,0,0.602605,,9,0,9,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,f,0,0.801865,,10,0,10,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,f,1,0.855315,,11,0,11,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,f,1,0.532685,,12,0,12,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,f,1,0.618585,,13,0,13,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,f,1,0.451665,,14,0,14,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,f,0,0.782325,,15,0,15,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,f,0,0.79911,,16,0,16,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,j,1,1.35008,,17,0,17,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,j,0,0.672795,,18,0,18,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,j,0,0.535745,,19,0,19,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,f,1,1.836375,,20,0,20,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,j,1,2.236635,,21,0,21,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,f,0,1.17356,,22,0,22,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,j,1,1.83586,,23,0,23,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,conf_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/f142.png,Stimuli/f142.png,j,0,1.20898,,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/f142.png,Stimuli/f131.png,j,1,0.609075,,1,0,1,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/f24.png,Stimuli/f24.png,j,0,0.691565,,2,0,2,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/f131.png,Stimuli/f15.png,j,1,0.87601,,3,0,3,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/f131.png,Stimuli/f142.png,j,1,0.867485,,4,0,4,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/f131.png,Stimuli/f131.png,f,1,1.13259,,5,0,5,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,0,Stimuli/f142.png,Stimuli/f24.png,j,1,1.089775,,6,0,6,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/f15.png,Stimuli/f15.png,j,0,0.78511,,7,0,7,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/f15.png,Stimuli/f15.png,f,1,1.18446,,8,0,8,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/f24.png,Stimuli/f15.png,j,1,1.650525,,9,0,9,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/f131.png,Stimuli/f24.png,j,1,1.650675,,10,0,10,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/f131.png,Stimuli/f131.png,f,1,1.050865,,11,0,11,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,1,Stimuli/f24.png,Stimuli/f24.png,f,1,1.115915,,12,0,12,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/f15.png,Stimuli/f24.png,j,1,1.083305,,13,0,13,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/f24.png,Stimuli/f131.png,j,1,0.977365,,14,0,14,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/f142.png,Stimuli/f142.png,j,0,1.085625,,15,0,15,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/f15.png,Stimuli/f15.png,j,0,0.55201,,16,0,16,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/f15.png,Stimuli/f131.png,j,1,4.108245,,17,0,17,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/f24.png,Stimuli/f24.png,j,0,1.79968,,18,0,18,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/f24.png,Stimuli/f142.png,j,1,1.598865,,19,0,19,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,0,Stimuli/f15.png,Stimuli/f142.png,f,0,1.43297,,20,0,20,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/f131.png,Stimuli/f131.png,j,0,1.78922,,21,0,21,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/f142.png,Stimuli/f15.png,j,1,0.573755,,22,0,22,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/f142.png,Stimuli/f142.png,j,0,3.21088,,23,0,23,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,feat_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,j,1,1.05241,,0,0,0,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,j,0,0.51896,,1,0,1,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,j,1,0.6004,,2,0,2,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,j,0,0.80154,,3,0,3,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,j,1,0.75112,,4,0,4,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,f,1,1.087375,,5,0,5,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,f,1,1.30041,,6,0,6,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,j,1,1.15159,,7,0,7,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,j,1,0.65284,,8,0,8,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,f,1,1.16746,,9,0,9,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,j,1,0.94799,,10,0,10,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,j,0,0.754215,,11,0,11,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,j,1,0.767755,,12,0,12,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,j,1,0.502035,,13,0,13,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,j,0,0.887835,,14,0,14,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,j,1,1.90239,,15,0,15,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,f,1,1.737125,,16,0,16,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,j,0,1.310685,,17,0,17,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,1,0.106718943,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,j,0,0.93233,,18,0,18,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,j,0,0.684135,,19,0,19,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,j,1,0.93483,,20,0,20,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,j,1,0.830925,,21,0,21,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,j,1,0.58464,,22,0,22,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,j,0,0.803545,,23,0,23,0,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,feat_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,RH,2,3,2020-11-24_15h44.30.118,configural_featural,2020.2.4,Win32,60,1920,1080,,,,,,,,,,,,,,,,0,0.106718943,1,Stimuli/eimd.png,Stimuli/eimd.png,j,0,0.954765,,0,0,0,0,1,,,,,,,
