Block_type,instruction_text,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,image_6.started,image_6.stopped,text_8.started,text_8.stopped,image_7.started,image_7.stopped,prac_instr2.started,prac_instr2.stopped,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac1Resp.started,prePrac1Resp.stopped,image_8.started,image_8.stopped,text_9.started,text_9.stopped,image_9.started,image_9.stopped,prac_instr4.started,prac_instr4.stopped,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,image.started,image.stopped,text_6.started,text_6.stopped,image_2.started,image_2.stopped,text_7.started,text_7.stopped,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_resp.started,prac_resp.stopped,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.started,prac_fix_resp.stopped,image_3.started,image_3.stopped,feedback_msg.started,feedback_msg.stopped,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,key_resp_3.rt,key_resp_5.rt,key_resp_4.rt,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/H6sim0.png,Stimuli/H6sim0.png,None,None,None,f,1,0.6901037020143121,None,319.74223843205255,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,None,None,None,f,0,0.5616076509468257,None,321.15862117300276,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,None,None,None,f,0,0.38556439196690917,None,322.444519864046,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/H8sim0.png,Stimuli/H8sim0.png,None,None,None,f,1,4.707810403080657,None,323.5612210780382,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.16396608,0.0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,None,None,None,f,0,3.2074130539549515,None,328.9921037351014,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.16396608,1.0,Stimuli/H8sim0.png,Stimuli/H8sim0.png,None,None,None,f,1,0.4594059500377625,None,332.9255460270215,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/H6sim0.png,Stimuli/H6sim0.png,None,None,None,f,1,2.082846308941953,None,334.12780446209945,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/H5sim0.png,Stimuli/H5sim0.png,None,None,None,f,1,0.3593582509784028,None,336.927843239042,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,None,None,None,f,0,0.31064287503249943,None,338.0255136550404,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,None,None,None,f,0,0.9669114670250565,None,339.06130108004436,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,None,None,None,f,0,3.394967881962657,None,340.7614255300723,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/H7sim0.png,Stimuli/H7sim0.png,None,None,None,f,1,0.3877256599953398,None,344.8756276810309,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,None,None,None,f,0,0.5619280319660902,None,345.9923100360902,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/H5sim0.png,Stimuli/H5sim0.png,None,None,None,f,1,0.06121642095968127,None,347.275652396027,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/H7sim0.png,Stimuli/H7sim0.png,None,None,None,f,1,0.4741568829631433,None,348.0756585469935,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,None,None,None,f,0,0.08257029810920358,None,349.27564651705325,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/H8sim0.png,Stimuli/H8sim0.png,None,None,None,f,1,0.458418266964145,None,350.0756669220282,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/H6sim0.png,Stimuli/H6sim0.png,None,None,None,f,1,0.23117027594707906,None,351.2590296000708,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,None,None,None,f,0,0.3554101170739159,None,352.2256529580336,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/H6sim0.png,Stimuli/H6sim0.png,None,None,None,f,1,0.24914328299928457,None,353.30901841202285,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.16396608,0.0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,None,None,None,f,0,0.3082229970023036,None,354.27563841303345,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,None,None,None,f,0,0.36508258106186986,None,355.3256301280344,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,None,None,None,f,0,0.23028643301222473,None,356.40903473703656,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/H8sim0.png,Stimuli/H8sim0.png,None,None,None,f,1,0.006404065992683172,None,357.35905268008355,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,None,None,None,f,0,0.40671353100333363,None,358.0924574660603,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/H7sim0.png,Stimuli/H7sim0.png,None,None,None,f,1,0.7194041149923578,None,359.2446907410631,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/H5sim0.png,Stimuli/H5sim0.png,None,None,None,f,1,0.510911648045294,None,360.6924635840114,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,None,None,None,f,0,0.4231861389707774,None,361.9257072650362,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/H6sim0.png,Stimuli/H6sim0.png,None,None,None,f,1,0.26186275004874915,None,363.0757228300208,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/H7sim0.png,Stimuli/H7sim0.png,None,None,None,f,1,0.8353218219708651,None,364.07572389009874,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/H5sim0.png,Stimuli/H5sim0.png,None,None,None,f,1,0.4469843120314181,None,365.64479714108165,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,None,None,None,f,0,0.4960477910935879,None,366.80912084004376,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,None,None,None,f,0,0.41130584198981524,None,368.0282156340545,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_haus,Designs/instructions_haus_1234.png,,,,,0,2,2,2,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,None,None,None,f,0,0.14803531800862402,None,369.15902973606717,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_face,Designs/instructions_face_1234.png,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/f142.png,Stimuli/f15.png,None,None,None,f,0,0.33361838199198246,None,378.1925145420246,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_face,Designs/instructions_face_1234.png,,,,,0,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,1.0,Stimuli/f142.png,Stimuli/f142.png,None,None,None,f,1,0.5755134170176461,None,379.26175389206037,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_face,Designs/instructions_face_1234.png,,,,,0,3,3,3,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/f24.png,Stimuli/f24.png,None,None,None,f,1,0.0851967689814046,None,380.55906097602565,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_face,Designs/instructions_face_1234.png,,,,,0,3,3,3,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.16396608,0.0,Stimuli/f142.png,Stimuli/f24.png,None,None,None,f,0,0.22600176697596908,None,381.3925969650736,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_face,Designs/instructions_face_1234.png,,,,,0,3,3,3,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.16396608,1.0,Stimuli/f15.png,Stimuli/f15.png,None,None,None,f,1,0.09425029694102705,None,382.34260424308013,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_face,Designs/instructions_face_1234.png,,,,,0,3,3,3,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/f24.png,Stimuli/f142.png,None,None,None,f,0,0.28794798406306654,None,383.1759719240945,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_face,Designs/instructions_face_1234.png,,,,,0,3,3,3,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.16396608,0.0,Stimuli/f15.png,Stimuli/f24.png,None,None,None,f,0,0.2456934639485553,None,384.209234473994,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
feat_face,Designs/instructions_face_1234.png,,,,,0,3,3,3,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,0.0,Stimuli/f15.png,Stimuli/f142.png,None,None,None,f,0,1.1748110830085352,None,385.1759432890685,None,,,,,3,2,2020_Nov_05_2129,configural_featural,2020.2.4,None,[3584 2240],
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16396608,1.0,Stimuli/f131.png,Stimuli/f131.png,None,None,None,,,,,,,,,,,,,,,,,,
