Block_type,instruction_text,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,X Scale,Y Scale,text_top.started,text_top.stopped,text_bottom.started,text_bottom.stopped,ccimage.started,ccimage.stopped,target_image.started,target_image.stopped,text.started,text.stopped,probe_image.started,probe_image.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,design,date,expName,psychopyVersion,frameRate,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,19,0,19,0,,,,,,,,,78.3861314089736,None,78.58613681799034,None,78.78622874000575,None,78.98624983296031,None,space,0.08856360497884452,78.98624983296031,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,20,0,20,0,,,,,,,,,79.10282896400895,None,79.30283283395693,None,79.50256575795356,None,79.70286577695515,None,space,0.19011145003605634,79.70286577695515,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,21,0,21,0,,,,,,,,,79.9193112369976,None,80.1193523319671,None,80.31939148798119,None,80.51955047895899,None,space,0.23895440704654902,80.51955047895899,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,22,0,22,0,,,,,,,,,80.78553611895768,None,80.98629296396393,None,81.18627165898215,None,81.38619609700982,None,space,0.16332550102379173,81.38619609700982,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_face,Press S for same or D for different faces. Press <SPACE> to continue.,0,2,2,2,23,0,23,0,,,,,,,,,81.56966639799066,None,81.7695611929521,None,81.96952428098302,None,82.16964867996285,None,space,0.09715010999934748,82.16964867996285,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,3,3,3,0,0,0,0,,,,,,,,,82.28589406696847,None,82.48629684298066,None,82.6859073539963,None,82.88634308899054,None,space,0.5596918420051225,82.88634308899054,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,3,3,3,1,0,1,0,,,,,,,,,83.46944872598397,None,83.66964697896037,None,83.8695897939615,None,84.06961831799708,None,space,0.02524631196865812,84.06961831799708,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,3,3,3,2,0,2,0,,,,,,,,,84.11947731697,None,84.31959691498196,None,84.5195901079569,None,84.71966581698507,None,space,0.11654817598173395,84.71966581698507,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,3,3,3,3,0,3,0,,,,,,,,,84.8527611559839,None,85.05288764997385,None,85.25291021697922,None,85.45293060300173,None,space,0.0063366040121763945,85.45293060300173,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,3,3,3,4,0,4,0,,,,,,,,,85.48622894298751,None,85.68611112301005,None,85.88620260998141,None,86.08604788198136,None,space,0.21170992602128536,86.08604788198136,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
feat_haus,Press S for same or D for different houses. Press <SPACE> to continue.,0,3,3,3,5,0,5,0,,,,,,,,,86.31944843195379,None,86.51944887900027,None,86.71923215995776,None,86.91948063700693,None,space,0.15306488401256502,86.91948063700693,None,SR,1,2020_Oct_24_1808,configural_featural,2020.2.4,None,
