repPracLoop.thisRepN,repPracLoop.thisTrialN,repPracLoop.thisN,repPracLoop.thisIndex,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,Block_type,instruction_text,X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_fixResp.rt,prePrac2_imgResp.keys,prePrac2_imgResp.corr,prePrac2_imgResp.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,prac_fix_resp.rt,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,prac_fix_resp_fast.rt,participant,design,position,date,expName,psychopyVersion,frameRate,winSize,
0,0,0,0,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,0,-0.17380935298900002,0,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,,,,None,1,f,1,2.626821482088417,,,1,2,2020_Dec_11_1833,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,0,0.17380935298900002,1,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,,,,,,,None,1,j,1,0.6281115408055484,,,1,2,2020_Dec_11_1833,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0.17380935298900002,0,Stimuli/f131.png,Stimuli/f131.png,f,1,1.0217667212709785,None,1,,,,,,,,,1,2,2020_Dec_11_1833,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,-0.17380935298900002,1,Stimuli/eomu.png,Stimuli/eimd.png,j,1,1.5980242672376335,space,1,1.2410206589847803,,,,,,,,1,2,2020_Dec_11_1833,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17380935298900002,0,Stimuli/edmd.png,Stimuli/edmd.png,f,1,0.9055129708722234,None,1,,,,,,,,,1,2,2020_Dec_11_1833,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,0,-0.17380935298900002,1,Stimuli/eimd.png,Stimuli/f142.png,j,1,1.154298990033567,None,1,,,,,,,,,1,2,2020_Dec_11_1833,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0.17380935298900002,0,Stimuli/f142.png,Stimuli/f142.png,,,,,,,None,1,f,1,0.47077759681269526,,,1,2,2020_Dec_11_1833,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,1,-0.17380935298900002,1,Stimuli/edmd.png,Stimuli/f131.png,,,,,,,space,1,j,1,2.5184858622960746,2.3056357759051025,,1,2,2020_Dec_11_1833,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,0,-0.17380935298900002,0,Stimuli/eimd.png,Stimuli/eimd.png,,,,,,,None,1,j,0,1.2177582238800824,,,1,2,2020_Dec_11_1833,configural_featural,2020.2.4,None,[3584 2240],
0,0,0,0,1,0,1,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,0,0.17380935298900002,1,Stimuli/edmd.png,Stimuli/f24.png,,,,,,,None,1,f,0,1.1192799359560013,,,1,2,2020_Dec_11_1833,configural_featural,2020.2.4,None,[3584 2240],
